Species.Name,Order,Class,Length,Extinct
Towapteria intermedia,Pterioida,Bivalvia,2.4,1
Phestia hunanensis,Nuculanoida,Bivalvia,2.9,1
Phestia hunanensis,Nuculanoida,Bivalvia,2.9,1
Nuculopsis wymmensis,Nuculoida,Bivalvia,3.1,1
Hunanopecten exilis,Pectinoida,Bivalvia,3.3,1
Netschajewia elongata,Pholadomyoida,Bivalvia,3.3,1
Nuculopsis wymmensis,Nuculoida,Bivalvia,3.4,1
Phestia hunanensis,Nuculanoida,Bivalvia,3.5,1
Palaeolima sichuanensis,Limoida,Bivalvia,3.7,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,3.9,1
Hunanopecten exilis,Pectinoida,Bivalvia,4,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,4,1
Netschajewia fenghaiensis,Pholadomyoida,Bivalvia,4,1
Orientopecten fenghaiensis,Pectinoida,Bivalvia,4,1
Hunanopecten exilis,Pectinoida,Bivalvia,4.1,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,4.1,1
Netschajewia jiangsuensis,Pholadomyoida,Bivalvia,4.4,1
Bakevellia ceratophaga,Pterioida,Bivalvia,4.7,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,4.9,1
Hunanopecten exilis,Pectinoida,Bivalvia,5,1
Leptodesma (Leptodesma) gouldii,Pterioida,Bivalvia,5,1
Permophorus lunulus,Pholadomyoida,Bivalvia,5,1
Pyramus grandaeva,Pholadomyoida,Bivalvia,5,1
Hunanopecten exilis,Pectinoida,Bivalvia,5.1,1
Dyasmya elegans,Pholadomyoida,Bivalvia,5.2,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,5.2,1
Hunanopecten exilis,Pectinoida,Bivalvia,5.4,1
Wilkingia fengchengensis,Pholadomyoida,Bivalvia,5.4,1
Eoastarte primaeva,Trigonioida,Bivalvia,5.5,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,5.5,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,5.5,1
Orientopecten prosoclinus,Pectinoida,Bivalvia,5.5,1
Paraschizodus rothi,Trigonioida,Bivalvia,5.5,1
Wilkingia dubia,Pholadomyoida,Bivalvia,5.5,1
Bakevellia jiuzhaiensis,Pterioida,Bivalvia,5.7,1
Claraia primitiva,Pectinoida,Bivalvia,5.7,1
Ensipteria praeangusta,Pterioida,Bivalvia,5.7,1
Hunanopecten longauriculus,Pectinoida,Bivalvia,6,1
Nuculopsis trivialis,Nuculoida,Bivalvia,6,1
Tambanella guanshanensis,Pterioida,Bivalvia,6,1
Bakevellia ceratophaga,Pterioida,Bivalvia,6.2,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,6.2,1
Palaeolima sichuanensis,Limoida,Bivalvia,6.4,1
Etheripecten breviauriculatus,Pectinoida,Bivalvia,6.7,1
Hunanopecten exilis,Pectinoida,Bivalvia,6.8,1
Bakevellia jiuzhaiensis,Pterioida,Bivalvia,7,1
Claraia liuqiaoensis,Pectinoida,Bivalvia,7,0
Claraia liuqiaoensis,Pectinoida,Bivalvia,7,0
Etheripecten breviauriculatus,Pectinoida,Bivalvia,7,1
Leptochondria praecox,Pectinoida,Bivalvia,7,1
Orientopecten fenghaiensis,Pectinoida,Bivalvia,7,1
Orientopecten prosoclinus,Pectinoida,Bivalvia,7,1
Palaeoneilo qinzhouensis,Nuculoida,Bivalvia,7,0
Palaeoneilo qinzhouensis,Nuculoida,Bivalvia,7,0
Paraschizodus rothi,Trigonioida,Bivalvia,7,1
Tambanella guanshanensis,Pterioida,Bivalvia,7,1
Tambanella gujoensis,Pterioida,Bivalvia,7,1
Hunanopecten exilis,Pectinoida,Bivalvia,7.1,1
Tambanella shaodongensis,Pterioida,Bivalvia,7.2,1
Bakevellia jiuzhaiensis,Pterioida,Bivalvia,7.3,1
Etheripecten breviauriculatus,Pectinoida,Bivalvia,7.3,1
Hunanopecten exilis,Pectinoida,Bivalvia,7.4,1
Hunanopecten exilis,Pectinoida,Bivalvia,7.4,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,7.4,1
Myalinella acutirostris,Pterioida,Bivalvia,7.5,1
Orientopecten prosoclinus,Pectinoida,Bivalvia,7.5,1
Palaeolima dieneri,Limoida,Bivalvia,7.5,1
Paraschizodus rothi,Trigonioida,Bivalvia,7.5,1
Sanguinolites vetusta,Pholadomyoida,Bivalvia,7.5,1
Bakevellia gujoensis,Pterioida,Bivalvia,7.6,1
Palaeolima chekiangensis,Limoida,Bivalvia,7.6,1
Hunanopecten exilis,Pectinoida,Bivalvia,7.7,1
Hunanopecten longauriculus,Pectinoida,Bivalvia,7.7,1
Leptodesma (Leiopteria) zhangi,Pterioida,Bivalvia,7.7,1
Edmondia nebrascensis,Pholadomyoida,Bivalvia,7.8,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,7.8,1
Entolium piriformis,Pectinoida,Bivalvia,7.9,1
Hunanopecten exilis,Pectinoida,Bivalvia,7.9,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,7.9,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,7.9,1
Claraia liuqiaoensis,Pectinoida,Bivalvia,8,0
Euchondria fusuiensis,Pectinoida,Bivalvia,8,1
Nuculopsis ventricosa,Nuculoida,Bivalvia,8,1
Paraschizodus rothi,Trigonioida,Bivalvia,8,1
Phestia subacuta,Nuculanoida,Bivalvia,8,1
Streblochondria subpusilla,Pectinoida,Bivalvia,8,1
Liebea zhenanensis,Pterioida,Bivalvia,8.1,1
Claraia primitiva,Pectinoida,Bivalvia,8.2,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,8.2,1
Wilkingia dubia,Pholadomyoida,Bivalvia,8.2,1
Hunanopecten exilis,Pectinoida,Bivalvia,8.4,1
Paraschizodus rothi,Trigonioida,Bivalvia,8.5,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,8.6,1
Bakevellia jiuzhaiensis,Pterioida,Bivalvia,8.9,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,8.9,1
Permophorus tenuistriatus,Pholadomyoida,Bivalvia,8.9,1
Vacunella curvata,Pholadomyoida,Bivalvia,8.9,1
Claraia liuqiaoensis,Pectinoida,Bivalvia,9,0
Claraia liuqiaoensis,Pectinoida,Bivalvia,9,0
Etheripecten breviauriculatus,Pectinoida,Bivalvia,9,1
Gujocardita acuteplicata,Pholadomyoida,Bivalvia,9,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,9,1
Palaeolima footei,Limoida,Bivalvia,9,1
Tambanella guanshanensis,Pterioida,Bivalvia,9,1
Tambanella guanshanensis,Pterioida,Bivalvia,9,1
Bakevellia ceratophaga,Pterioida,Bivalvia,9.2,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,9.4,1
Astartella ambiensis,Carditoida,Bivalvia,9.5,1
Lyroschizodus praecox,Trigonioida,Bivalvia,9.5,1
Tambanella shaodongensis,Pterioida,Bivalvia,9.5,1
Hunanopecten exilis,Pectinoida,Bivalvia,9.6,1
Nuculopsis wymmensis,Nuculoida,Bivalvia,9.6,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,9.7,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,9.8,1
Pernopecten latangulatus,Pectinoida,Bivalvia,9.8,1
Atomodesma variabile,Pterioida,Bivalvia,10,1
Euchondria fusuiensis,Pectinoida,Bivalvia,10,1
Palaeolima footei,Limoida,Bivalvia,10,1
Bakevellia jiuzhaiensis,Pterioida,Bivalvia,10.3,1
Nuculopsis wymmensis,Nuculoida,Bivalvia,10.4,1
Heteropecten shiroshitai,Pectinoida,Bivalvia,10.5,1
Hunanopecten qujiangensis,Pectinoida,Bivalvia,10.6,1
Phestia zhejiangensis,Nuculanoida,Bivalvia,10.7,1
Tambanella gujoensis,Pterioida,Bivalvia,10.7,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,10.8,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,10.8,1
Hunanopecten exilis,Pectinoida,Bivalvia,10.8,1
Entolium piriformis,Pectinoida,Bivalvia,10.9,1
Astartella progenetrix,Carditoida,Bivalvia,11,1
Claraia labensis,Pectinoida,Bivalvia,11,1
Claraia labensis,Pectinoida,Bivalvia,11,1
Claraia labensis,Pectinoida,Bivalvia,11,1
Euchondria fusuiensis,Pectinoida,Bivalvia,11,1
Paraschizodus rothi,Trigonioida,Bivalvia,11,1
Bakevellia gujoensis,Pterioida,Bivalvia,11.2,1
Bakevellia ceratophaga,Pterioida,Bivalvia,11.3,1
Parallelodon laochangensis,Arcoida,Bivalvia,11.3,1
Pernopecten latangulatus,Pectinoida,Bivalvia,11.3,1
Hunanopecten exilis,Pectinoida,Bivalvia,11.5,1
Pernopecten symmetricus,Pectinoida,Bivalvia,11.5,1
Claraia primitiva,Pectinoida,Bivalvia,11.6,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,11.7,1
Janeia elliptica,Solemyoida,Bivalvia,11.7,1
Parallelodon laochangensis,Arcoida,Bivalvia,11.7,1
Etheripecten breviauriculatus,Pectinoida,Bivalvia,11.8,1
Palaeolima xiangnanensis,Limoida,Bivalvia,11.8,1
Pernopecten huayingshanensis,Pectinoida,Bivalvia,11.8,1
Pernopecten latangulatus,Pectinoida,Bivalvia,11.8,1
Hunanopecten exilis,Pectinoida,Bivalvia,12,1
Lithodomina abbreviata,Mytiloida,Bivalvia,12,1
Lyroschizodus subelegans,Trigonioida,Bivalvia,12,1
Paraschizodus rothi,Trigonioida,Bivalvia,12,1
Paraschizodus rothi,Trigonioida,Bivalvia,12,1
Bakevellia ceratophaga,Pterioida,Bivalvia,12.3,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,12.3,1
Hunanopecten exilis,Pectinoida,Bivalvia,12.4,1
Atomodesma woodi,Pterioida,Bivalvia,12.5,1
Myalinella acutirostris,Pterioida,Bivalvia,12.5,1
Hunanopecten longauriculus,Pectinoida,Bivalvia,12.8,1
Leptochondria intermedia,Pectinoida,Bivalvia,12.8,1
Cyrtorostra(?) subexoticus,Pectinoida,Bivalvia,13,1
Etheripecten fasciculicostatus,Pectinoida,Bivalvia,13,1
Euchondria fusuiensis,Pectinoida,Bivalvia,13,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,13,1
Heteropecten shiroshitai,Pectinoida,Bivalvia,13,1
Parallelodon corbina,Arcoida,Bivalvia,13,1
Pyramus silicius,Pholadomyoida,Bivalvia,13,1
Bakevellia jiuzhaiensis,Pterioida,Bivalvia,13.2,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,13.3,1
Pernopecten latangulatus,Pectinoida,Bivalvia,13.3,1
Leptochondria intermedia,Pectinoida,Bivalvia,13.5,1
Permophorus tenuistriatus,Pholadomyoida,Bivalvia,13.5,1
Entolium piriformis,Pectinoida,Bivalvia,13.6,1
Hunanopecten exilis,Pectinoida,Bivalvia,13.8,1
Bakevellia gujoensis,Pterioida,Bivalvia,14.3,1
Euchondria paucicostata,Pectinoida,Bivalvia,14.3,1
Parallelodon laochangensis,Arcoida,Bivalvia,14.4,1
Leptochondria intermedia,Pectinoida,Bivalvia,14.8,1
Pyramus planus,Pholadomyoida,Bivalvia,14.9,1
Euchondria fusuiensis,Pectinoida,Bivalvia,15,1
Eumorphotis lorigae,Pectinoida,Bivalvia,15,1
Plagiostoma(?) inversa,Limoida,Bivalvia,15,1
Schizodus schlotheimi,Trigonioida,Bivalvia,15,1
Leptochondria intermedia,Pectinoida,Bivalvia,15.1,1
Claraia primitiva,Pectinoida,Bivalvia,15.4,1
Etheripecten fasciculicostatus,Pectinoida,Bivalvia,15.5,1
Tambanella gujoensis,Pterioida,Bivalvia,15.5,1
Pernopecten symmetricus,Pectinoida,Bivalvia,15.7,1
Tambanella gujoensis,Pterioida,Bivalvia,15.7,1
Claraia liuqiaoensis,Pectinoida,Bivalvia,16,0
Claraia primitiva,Pectinoida,Bivalvia,16,1
Pernopecten latangulatus,Pectinoida,Bivalvia,16,1
Pyramus silicius,Pholadomyoida,Bivalvia,16,1
Claraia primitiva,Pectinoida,Bivalvia,16.4,1
Trabeculatia trabeculum,Pterioida,Bivalvia,16.5,1
Pernopecten latangulatus,Pectinoida,Bivalvia,16.6,1
Gujocardita oviformis,Pholadomyoida,Bivalvia,16.7,1
Sedgwickia guangdongensis,Pholadomyoida,Bivalvia,16.7,1
Atomodesma woodi,Pterioida,Bivalvia,17,1
Atomodesma woodi,Pterioida,Bivalvia,17,1
Dolponella sulcata,Pectinoida,Bivalvia,17,1
Entolium piriformis,Pectinoida,Bivalvia,17,1
Leptodesma (Leptodesma) chidruensis,Pterioida,Bivalvia,17,1
Lyroschizodus praecox,Trigonioida,Bivalvia,17,1
Pernopecten latangulatus,Pectinoida,Bivalvia,17.1,1
Bakevellia ceratophaga,Pterioida,Bivalvia,17.2,1
Paradoxipecten latisinus,Pectinoida,Bivalvia,17.2,1
Pernopecten symmetricus,Pectinoida,Bivalvia,17.2,1
Leptochondria intermedia,Pectinoida,Bivalvia,17.3,1
Tambanella gujoensis,Pterioida,Bivalvia,17.3,1
Tambanella gujoensis,Pterioida,Bivalvia,17.4,1
Leptochondria intermedia,Pectinoida,Bivalvia,17.5,1
Pyramus planus,Pholadomyoida,Bivalvia,17.8,1
Pyramus planus,Pholadomyoida,Bivalvia,17.9,1
Pyramus planus,Pholadomyoida,Bivalvia,17.9,1
Atomodesma woodi,Pterioida,Bivalvia,18,1
Heteropecten shiroshitai,Pectinoida,Bivalvia,18,1
Lithodomina typa,Mytiloida,Bivalvia,18,1
Tambanella gujoensis,Pterioida,Bivalvia,18,1
Pernopecten latangulatus,Pectinoida,Bivalvia,18.1,1
Parallelodon laochangensis,Arcoida,Bivalvia,18.4,1
Eumorphotis lorigae,Pectinoida,Bivalvia,18.7,1
Eumorphotis lorigae,Pectinoida,Bivalvia,19,1
Heteropecten shiroshitai,Pectinoida,Bivalvia,19,1
Heteropecten shiroshitai,Pectinoida,Bivalvia,19,1
Leptodesma (Leptodesma) chidruensis,Pterioida,Bivalvia,19,1
Pseudopermophorus complanatus,Pholadomyoida,Bivalvia,19,1
Pyramus silicius,Pholadomyoida,Bivalvia,19,1
Pernopecten zhutangensis,Pectinoida,Bivalvia,19.1,1
Paradoxipecten trigonalis,Pectinoida,Bivalvia,19.3,1
Trabeculatia trabeculum,Pterioida,Bivalvia,19.5,1
Pyramus planus,Pholadomyoida,Bivalvia,19.6,1
Atomodesma woodi,Pterioida,Bivalvia,20,1
Myalinella acutirostris,Pterioida,Bivalvia,20,1
Trabeculatia trabeculum,Pterioida,Bivalvia,20,1
Pyramus planus,Pholadomyoida,Bivalvia,20.4,1
Pyramus planus,Pholadomyoida,Bivalvia,20.4,1
Pyramus planus,Pholadomyoida,Bivalvia,20.6,1
Atomodesma semiplicata,Pterioida,Bivalvia,21,1
Dolponella sulcata,Pectinoida,Bivalvia,21,1
Heteropecten kathwaiensis,Pectinoida,Bivalvia,21,1
Trabeculatia trabeculum,Pterioida,Bivalvia,21,1
Wilkingia dubia,Pholadomyoida,Bivalvia,21,1
Claraia primitiva,Pectinoida,Bivalvia,21.1,1
Pernopecten zhutangensis,Pectinoida,Bivalvia,21.2,1
Claraia primitiva,Pectinoida,Bivalvia,21.3,1
Guizhoupecten regularis,Pectinoida,Bivalvia,21.4,1
Promytilus maiyensis,Mytiloida,Bivalvia,21.5,1
Pyramus planus,Pholadomyoida,Bivalvia,21.5,1
Dolponella sulcata,Pectinoida,Bivalvia,21.9,1
Netschajewia striatulus,Pholadomyoida,Bivalvia,22,1
Pyramus silicius,Pholadomyoida,Bivalvia,22,1
Trabeculatia trabeculum,Pterioida,Bivalvia,22,1
Paradoxipecten dalongensis,Pectinoida,Bivalvia,22.1,1
Xinanopecten orbicularis,Pectinoida,Bivalvia,22.1,1
Claraia primitiva,Pectinoida,Bivalvia,22.2,1
Claraia primitiva,Pectinoida,Bivalvia,22.4,1
Trabeculatia trabeculum,Pterioida,Bivalvia,22.5,1
Xinanopecten orbicularis,Pectinoida,Bivalvia,22.5,1
Palaeosolen(?) atavus,Pholadomyoida,Bivalvia,23,1
Pyramus planus,Pholadomyoida,Bivalvia,23,1
Trabeculatia trabeculum,Pterioida,Bivalvia,23,1
Xinanopecten orbicularis,Pectinoida,Bivalvia,23,1
Pyramus silicius,Pholadomyoida,Bivalvia,23.5,1
Trabeculatia trabeculum,Pterioida,Bivalvia,23.5,1
Claraia primitiva,Pectinoida,Bivalvia,23.9,1
Claraia primitiva,Pectinoida,Bivalvia,24,1
Trabeculatia trabeculum,Pterioida,Bivalvia,24,1
Claraia primitiva,Pectinoida,Bivalvia,24.9,1
Heteropecten shiroshitai,Pectinoida,Bivalvia,25,1
Myalinella acutirostris,Pterioida,Bivalvia,25,1
Myalinella(?) patriarchalis,Pterioida,Bivalvia,25,1
Parallelodon corbina,Arcoida,Bivalvia,25,1
Schizodus cardissa,Trigonioida,Bivalvia,25,1
Claraia primitiva,Pectinoida,Bivalvia,25.1,1
Paradoxipecten dalongensis,Pectinoida,Bivalvia,25.3,1
Claraia primitiva,Pectinoida,Bivalvia,25.4,1
Trabeculatia trabeculum,Pterioida,Bivalvia,25.5,1
Eumorphotis lorigae,Pectinoida,Bivalvia,25.8,1
Claraia labensis,Pectinoida,Bivalvia,26,1
Claraia labensis,Pectinoida,Bivalvia,26,1
Claraia labensis,Pectinoida,Bivalvia,26,1
Heteropecten shiroshitai,Pectinoida,Bivalvia,26,1
Pyramus planus,Pholadomyoida,Bivalvia,26,1
Trabeculatia trabeculum,Pterioida,Bivalvia,26,1
Claraia primitiva,Pectinoida,Bivalvia,26.1,1
Eumorphotis lorigae,Pectinoida,Bivalvia,26.8,1
Dolponella sulcata,Pectinoida,Bivalvia,27,1
Schizodus schlotheimi,Trigonioida,Bivalvia,27,1
Trabeculatia trabeculum,Pterioida,Bivalvia,27,1
Trabeculatia trabeculum,Pterioida,Bivalvia,27,1
Claraia primitiva,Pectinoida,Bivalvia,27.5,1
Pyramus silicius,Pholadomyoida,Bivalvia,27.5,1
Pyramus silicius,Pholadomyoida,Bivalvia,27.5,1
Eumorphotis lorigae,Pectinoida,Bivalvia,27.8,1
Claraia primitiva,Pectinoida,Bivalvia,28,1
Promytilus maiyensis,Mytiloida,Bivalvia,28,1
Eumorphotis lorigae,Pectinoida,Bivalvia,28.4,1
Eumorphotis lorigae,Pectinoida,Bivalvia,28.9,1
Schizodus dubiiformis,Trigonioida,Bivalvia,29,1
Trabeculatia trabeculum,Pterioida,Bivalvia,29,1
Trabeculatia trabeculum,Pterioida,Bivalvia,29.5,1
Claraia labensis,Pectinoida,Bivalvia,30,1
Claraia labensis,Pectinoida,Bivalvia,30,1
Claraia labensis,Pectinoida,Bivalvia,30,1
Fasciculiconcha orbicularis,Pectinoida,Bivalvia,30,1
Trabeculatia trabeculum,Pterioida,Bivalvia,30,1
Eumorphotis lorigae,Pectinoida,Bivalvia,30.4,1
Atomodesma exaratum,Pterioida,Bivalvia,33,1
Claraia labensis,Pectinoida,Bivalvia,33,1
Claraia labensis,Pectinoida,Bivalvia,33,1
Claraia labensis,Pectinoida,Bivalvia,33,1
Schizodus pinguis,Trigonioida,Bivalvia,33,1
Eumorphotis lorigae,Pectinoida,Bivalvia,33.5,1
Claraia labensis,Pectinoida,Bivalvia,34,1
Claraia labensis,Pectinoida,Bivalvia,34,1
Claraia labensis,Pectinoida,Bivalvia,34,1
Pyramus planus,Pholadomyoida,Bivalvia,35.9,1
Trabeculatia trabeculum,Pterioida,Bivalvia,36,1
Clavicosta rugatula,Pectinoida,Bivalvia,38,1
Dolponella sulcata,Pectinoida,Bivalvia,39,1
Dolponella sulcata,Pectinoida,Bivalvia,39.5,1
Claraia caucasica,Pectinoida,Bivalvia,40,1
Claraia caucasica,Pectinoida,Bivalvia,40,1
Dolponella sulcata,Pectinoida,Bivalvia,40,1
Trabeculatia trabeculum,Pterioida,Bivalvia,42,1
Dolponella sulcata,Pectinoida,Bivalvia,43,1
Permophorus imbricatus,Pholadomyoida,Bivalvia,43,1
Eumorphotis lorigae,Pectinoida,Bivalvia,43.2,1
Vacunella rostrata,Pholadomyoida,Bivalvia,44.3,1
Streblochondria subgranosus,Pectinoida,Bivalvia,46,1
Acanthopecten coloradoensis,Pectinoida,Bivalvia,46.7,1
Vacunella rostrata,Pholadomyoida,Bivalvia,47.4,1
Atomodesma variabile,Pterioida,Bivalvia,48,1
Trabeculatia trabeculum,Pterioida,Bivalvia,48,1
Schizodus compressus,Trigonioida,Bivalvia,50,1
Stutchburia trapezoidalis,Pholadomyoida,Bivalvia,50,1
Clavicosta rugatula,Pectinoida,Bivalvia,63,1
Trabeculatia trabeculum,Pterioida,Bivalvia,65,1
Intomodesma evenica,Pterioida,Bivalvia,72.7,1
Trabeculatia trabeculum,Pterioida,Bivalvia,75,1
Dolponella sulcata,Pectinoida,Bivalvia,82,1
Clavicosta rugatula,Pectinoida,Bivalvia,87,1
Intomodesma evenica,Pterioida,Bivalvia,92,1
Intomodesma balygytshanica,Pterioida,Bivalvia,128,1
Intomodesma balygytshanica,Pterioida,Bivalvia,130,1
Attenuatella mengi,Spiriferida,Rhynchonellata,1.7,1
Attenuatella mengi,Spiriferida,Rhynchonellata,1.8,1
Attenuatella mengi,Spiriferida,Rhynchonellata,2.6,1
Attenuatella mengi,Spiriferida,Rhynchonellata,2.8,1
Attenuatella mengi,Spiriferida,Rhynchonellata,2.9,1
Orbicoelia pusilla,Spiriferida,Rhynchonellata,3.1,1
Notothyris crassa,Terebratulida,Rhynchonellata,3.3,1
Attenuatella mengi,Spiriferida,Rhynchonellata,3.7,1
Attenuatella mengi,Spiriferida,Rhynchonellata,3.8,1
Attenuatella piyasini,Spiriferida,Rhynchonellata,3.8,1
Attenuatella mengi,Spiriferida,Rhynchonellata,3.9,1
Orbicoelia tschernyschewi,Spiriferida,Rhynchonellata,4,1
Orthotichia parva,Orthida,Rhynchonellata,4,1
Orbicoelia pusilla,Spiriferida,Rhynchonellata,4.4,1
Acosarina antesulcata,Orthida,Rhynchonellata,4.5,1
